Product,"Score	",
Intel Core i9-14900KF,3108,
Intel Core i9-13900KS,3105,
Intel Core i9-14900K,3101,
Intel Core i9-14900F,3020,
Intel Core i7-14700KF,2975,
Intel Core i9-13900K,2974,
Intel Core i9-13900KF,2973,
Intel Core i9-14900,2946,
Intel Core i7-14700K,2939,
AMD Ryzen 9 7950X,2938,
AMD Ryzen 9 7900X,2923,
AMD Ryzen 9 7950X3D,2918,
AMD Ryzen 7 7700X,2908,
Intel Core i7-13700KF,2887,
AMD Ryzen 5 7600X,2863,
AMD Ryzen 7 7700,2854,
Intel Core i7-13700K,2840,
AMD Ryzen 9 7900,2824,
AMD Ryzen 9 7900X3D,2822,
AMD Ryzen 9 7945HX3D,2817,
Intel Core i5-14600K,2806,
Intel Core i9-14900HX,2802,
Intel Core i7-14700F,2775,
Intel Core i5-14600KF,2769,
Intel Core i5-13600KF,2747,
AMD Ryzen 5 7500F,2744,
AMD Ryzen 5 7600,2735,
AMD Ryzen 9 7945HX,2731,
Intel Core i9-13900F,2730,
AMD Ryzen 7 7800X3D,2719,
Intel Core i7-14700,2719,
Intel Core i9-13900,2714,
Intel Core i9-12900KS,2692,
AMD Ryzen 7 7745HX,2690,
AMD Ryzen 7 8700G,2686,
Intel Core i5-14600,2685,
AMD Ryzen 5 7645HX,2678,
Intel Core i5-13600K,2665,
Intel Core i7-13700F,2661,
AMD Ryzen 9 7845HX,2648,
Intel Core i7-13700,2632,
Intel Core i9-12900K,2620,
Intel Core i5-14600T,2602,
Intel Core i5-14500,2559,
Intel Core i9-12900KF,2542,
Intel Core i9-12900F,2539,
Intel Core i7-12700K,2531,
Intel Core i7-14650HX,2530,
Intel Core i7-12700KF,2526,
Intel Core i7-14700HX,2519,
AMD Ryzen 7 8840U,2504,
Intel Core i3-14100F,2492,
AMD Ryzen 7 8845HS,2486,
AMD Ryzen 5 8640U,2482,
AMD Ryzen 7 8840HS,2476,
Intel Core i9-12900,2473,
Intel Core i5-12600KF,2472,
AMD Ryzen 9 7940HS,2470,
Intel Core i3-14100,2456,
Intel Core i5-14400,2455,
Intel Core i5-12600K,2450,
Intel Core i7-13700T,2441,
Intel Core i5-13600,2437,
Intel Core i5-13500,2403,
Intel Core Ultra 9 185H,2401,
AMD Ryzen 7 7840HS,2388,
Intel Core i9-11900K,2371,
Intel Core i5-12600,2371,
AMD Ryzen 9 8945HS,2369,
Intel Core i7-12700F,2362,
Intel Xeon w7-2495X,2361,
Intel Core i5-13600T,2356,
Intel Core i9-12900T,2350,
Intel Core i5-14400F,2350,
AMD Ryzen Z1,2331,
AMD Ryzen 5 7540U,2321,
Intel Core i9-11900KF,2317,
AMD Ryzen 5 7640HS,2313,
Intel Core i5-12500,2311,
AMD Ryzen 5 PRO 7640HS,2306,
Intel Xeon E-2388G,2298,
Intel Core i7-12700,2293,
AMD Ryzen 9 PRO 7940HS,2293,
Intel Core i5-13400F,2290,
Intel Core i5-13400,2287,
Intel Core i3-13100F,2278,
Intel Core i5-13500T,2273,
Intel Core i7-12700T,2258,
Intel Core i7-11700KF,2257,
Intel Core i3-13100,2253,
AMD Ryzen 7 7840U,2252,
Intel Core i5-14500T,2239,
Intel Pentium II/III,2231,
Intel Core i3-12100F,2225,
AMD Ryzen 7 PRO 7840HS,2223,
Intel Core i3-12300,2222,
Intel Xeon w5-3435X,2222,
Intel Core i7-11700K,2219,
AMD EPYC 9174F,2217,
AMD Ryzen Z1 Extreme,2216,
Intel Core i3-12100E,2205,
Intel Core i5-13400T,2202,
Intel Core i7-12700E,2197,
Intel Core i5-11600KF,2196,
Intel Core i5-12400F,2191,
AMD Ryzen 9 5950X,2189,
Intel Core i5-12500E,2189,
Intel Core i5-11600K,2186,
Intel Xeon W-1350,2185,
Intel Xeon w5-2465X,2184,
Intel Core i5-12500T,2181,
Intel Core i5-12600T,2180,
AMD Ryzen 9 5900X,2179,
Intel Core i5-12400,2179,
AMD Ryzen 7 5800X,2178,
Intel Core i9-11900F,2171,
AMD Ryzen 5 PRO 7540U,2163,
AMD Ryzen 7 PRO 7840U,2158,
Intel Xeon W-11865MRE,2157,
Intel Xeon w5-2455X,2154,
Intel Core i3-12100,2149,
AMD Ryzen 5 7640U,2149,
AMD Ryzen 7 7840U,2131,
Intel Core i9-11900,2130,
Intel Core i5-11600,2122,
AMD Ryzen 7 5700X,2121,
AMD Ryzen Threadripper PRO 5955WX,2118,
AMD Ryzen 5 7540U,2114,
AMD Ryzen 9 PRO 5945,2113,
Intel Core i7-11700,2103,
Intel Core i7-11700F,2101,
AMD Ryzen 7 7840U,2099,
Intel Xeon w7-2475X,2095,
Intel Xeon E-2356G,2093,
Intel Xeon E-2324G,2093,
AMD Ryzen 5 5600X,2092,
AMD Ryzen 7 5800X3D,2091,
Intel Xeon w9-3495X,2091,
Intel Xeon E-2336,2084,
AMD Ryzen 5 5600X3D,2074,
Intel Core i7-11850HE,2073,
Intel Xeon w7-3445,2066,
AMD Ryzen Threadripper PRO 5965WX,2065,
Intel Core 7 150U,2064,
Intel Core i5-12400T,2054,
AMD Ryzen 9 5900,2052,
Intel Xeon W-11955M,2049,
AMD Ryzen 7 5800,2048,
AMD Ryzen 5 5600GT,2047,
Intel Xeon w7-3465X,2045,
Intel Core i9-11900T,2044,
Intel Xeon Platinum 8462Y+,2039,
AMD Ryzen Threadripper PRO 5975WX,2038,
AMD Ryzen 5 5600,2029,
AMD Ryzen Threadripper PRO 5945WX,2028,
Intel Pentium Gold G7400,2026,
Intel Core Ultra 5 134U,2026,
Intel Core i3-13100E,2018,
AMD Ryzen 7 5700,2017,
Intel Xeon w9-3475X,2007,
Intel Xeon W-11855M,2002,
Intel Core i5-11500,1996,
Intel Core i7-11390H,1996,
AMD Ryzen 7 5700G,1983,
AMD Ryzen 9 6900HX,1979,
AMD Ryzen Threadripper PRO 5995WX,1972,
Intel Core i3-12300T,1971,
AMD Ryzen 7 7735HS,1964,
Intel Core i5-11400F,1961,
AMD Ryzen 7 5700GE,1961,
AMD EPYC 9554,1957,
AMD Ryzen 7 PRO 5750G,1953,
Intel Core i3-12100T,1946,
Intel Core i7-11850H,1945,
Intel Core i5-11400,1940,
AMD Ryzen 7 PRO 5750GE,1940,
Intel Xeon E-2378,1937,
AMD Ryzen 7 5700X3D,1927,
Intel Core i9-12900TE,1923,
Intel Core i7-1265U,1920,
AMD Ryzen 9 5980HX,1919,
AMD Ryzen 5 5600G,1918,
Intel Core i7-11800H,1900,
AMD Ryzen 5 PRO 5650G,1897,
Intel Core i5-11500H,1895,
Intel Core i7-11600H,1888,
AMD Ryzen 9 PRO 6950HS,1882,
AMD Ryzen 7 6800H,1876,
AMD Ryzen 7 PRO 6850HS,1875,
AMD Ryzen 5 5500,1871,
AMD EPYC 9654,1870,
Intel Core i3-1215U,1862,
Intel Core i5-1235U,1854,
AMD Ryzen 9 6900HS,1853,
AMD Ryzen 9 5900HX,1842,
AMD EPYC 9124,1841,
Intel Core i7-1195G7,1840,
Intel Core i7-11375H,1839,
Intel Core i5-11320H,1839,
AMD Ryzen 5 PRO 5650GE,1838,
Intel Core i7-1260U,1827,
AMD EPYC 75F3,1826,
Intel Xeon w7-3455,1826,
Intel Core i3-13100TE,1824,
Intel Core i5-11400H,1818,
AMD Ryzen 7 6800HS,1816,
Intel Xeon w5-3425,1813,
Intel Xeon w3-2425,1812,
AMD Ryzen 7 7735U,1801,
AMD Ryzen 5 6600H,1799,
Intel Xeon W-3375,1789,
Intel Core i9-9900KS,1780,
AMD Ryzen 7 PRO 6850U,1780,
AMD Ryzen 9 PRO 6950H,1773,
AMD Ryzen 7 7736U,1768,
AMD Ryzen 3 PRO 5350G,1766,
Intel Core i9-10900KF,1763,
Intel Core i5-7640X,1761,
AMD Ryzen 7 3800XT,1758,
Intel Xeon w5-2445,1752,
